brands,categories,categories_tags,code,countries,countries_tags,created_t,ecoscore_grade,generic_name,image_url,ingredients_tags,ingredients_text,labels,labels_tags,last_modified_t,manufacturing_places,origins,origins_tags,packaging,packaging_tags,packagings,product_name,stores,source,search_query,ecoscore_score,ecoscore_tags
Dallmayr,"Beverages, Coffees","['en:beverages-and-beverages-preparations', 'en:plant-based-foods-and-beverages', 'en:beverages', 'en:plant-based-foods', 'en:coffees']",4008167113713,"Germany, Ireland","['en:germany', 'en:ireland']",1586508609,unknown,,https://images.openfoodfacts.org/images/products/400/816/711/3713/front_en.4.400.jpg,"['de:Hochlandkaffee', 'de:entkoffeiniert']","Hochlandkaffee, entkoffeiniert",,,1780768352,,,,,,[],Kaffee Prodomo entcoffeiniert,,food,kaffee,,
Nescafé,"Coffees, Instant coffees, Getränke, Getränke und Getränkezubereitungen, Getränkezubereitungen, Heißgetränke zum Aufgließen, Kaffees, Lösliche Kaffees, Pflanzliche Lebensmittel, Pflanzliche Lebensmittel und Getränke","['en:beverages-and-beverages-preparations', 'en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:beverage-preparations', 'en:coffees', 'en:instant-beverages', 'en:instant-coffees', 'en:Getränke', 'en:Getränke und Getränkezubereitungen', 'en:Getränkezubereitungen', 'en:Heißgetränke zum Aufgließen', 'en:Kaffees', 'en:Lösliche Kaffees', 'en:Pflanzliche Lebensmittel', 'en:Pflanzliche Lebensmittel und Getränke']",7613036303910,"Germany, Ireland","['en:germany', 'en:ireland']",1607943242,unknown,,https://images.openfoodfacts.org/images/products/761/303/630/3910/front_en.8.400.jpg,['de:entkoffeinierter-löslicher-bohnenkaffee'],100% entkoffeinierter löslicher Bohnenkaffee.,,,1774457297,,,,,,[],löslicher Kaffee entkof.- Fach 21,,food,kaffee,,
"Nestlé, Nescafé","Coffees, Dehydrated beverages, Instant coffees","['en:beverages-and-beverages-preparations', 'en:plant-based-foods-and-beverages', 'en:beverages', 'en:plant-based-foods', 'en:dried-products', 'en:beverage-preparations', 'en:dried-products-to-be-rehydrated', 'en:coffees', 'en:instant-beverages', 'en:dehydrated-beverages', 'en:instant-coffees']",8445291766983,Germany,['en:germany'],1767289361,unknown,Löslicher Bohnenkaffee,https://images.openfoodfacts.org/images/products/844/529/176/6983/front_de.5.400.jpg,,,,[],1780173557,,,[],,,[],Nescafé Iced,"Edeka, Kaufland, Netto MD, Penny, Rewe",food,kaffee,,
"Milbona, Lidl, Solo Italia","Dairy desserts, Fresh foods, Tiramisu","['en:dairies', 'en:snacks', 'en:desserts', 'en:sweet-snacks', 'en:biscuits-and-cakes', 'en:dairy-desserts', 'en:fresh-foods', 'en:pastries', 'en:tiramisu']",20020620,"Bulgaria, France, Germany, Spain, United Kingdom","['en:bulgaria', 'en:france', 'en:germany', 'en:spain', 'en:united-kingdom']",1401892759,f,"Italienisches Dessert mit Mascarpone-Frischkäse, Marsala-Wein und Kuchenboden in Kaffee getränkt",https://images.openfoodfacts.org/images/products/000/002/002/0620/front_en.65.400.jpg,"['en:skimmed-milk', 'en:dairy', 'en:milk', 'en:glucose-syrup', 'en:added-sugar', 'en:monosaccharide', 'en:glucose', 'en:mascarpone', 'en:cheese', 'de:kuchenboden', 'en:coconut-fat', 'en:oil-and-fat', 'en:vegetable-oil-and-fat', 'en:vegetable-fat', 'en:sugar', 'en:disaccharide', 'en:cream', 'en:e1510', 'en:whole-egg', 'en:egg', 'en:stabiliser', 'de:kakaozubereitung', 'en:skimmed-milk-powder', 'en:milk-powder', 'en:milk-proteins', 'en:protein', 'en:animal-protein', 'de:marsala-wein', 'en:instant-coffee', 'en:coffee', 'en:e428', 'en:tapioca', 'en:starch', 'en:emulsifier', 'en:thickener', 'en:e401', 'en:natural-flavouring', 'en:flavouring', 'en:acidity-regulator', 'en:wheat-flour', 'en:cereal', 'en:flour', 'en:wheat', 'en:cereal-flour', 'en:potato-starch', 'en:raising-agent', 'en:e500', 'en:salt', 'en:e420', 'de:kakaopulver-dextrose', 'en:wheat-starch', 'en:cocoa-butter', 'en:plant', 'en:cocoa', 'en:beef', 'en:animal', 'en:e472b', 'en:carob-seed-flour', 'en:vegetable', 'en:legume', 'en:pulse', 'en:carob-bean', 'en:e270', 'en:e471', 'en:e450']","Rekonstituierte Magermilch, Glukosesirup, 17% Mascarpone (Sahne, Säureregulator: Milchsäure), 10% Kuchenboden (Weizenmehl, Zucker, Eier, Kartoffelstärke, Emulgator: Mono - und Diglyceride von Speisefettsäuren; Kokosfett, Backtriebmittel: Diphosphate, Natriumcarbonate; Speisesalz), Kokosfett, Zucker, Sahne, 2,4% Ethylalkohol, Vollei, Stabilisator: Sorbit; 1,2% Kakaozubereitung (0,6% Kakaopulver** Dextrose, Weizenstärke, Zucker, Kakaobutter**), Magermilchpulver, Milcheiweiß, 0,6% Marsala-Wein, 0,5% löslicher Kaffee, Speisegelatine (Rind), Tapiokastärke, Emulgator: Milchsäureester von Mono - und Diglyceriden von Speisefettsäuren; Verdickungsmittel: Johannisbrotkernmehl, Natriumalginat; natürliches Aroma. Kann Spuren von Soja, Senf und Schalenfrüchten enthalten.","Contains alcohol, Do not freeze, Made in Italy, Nutriscore Grade D","['en:contains-alcohol', 'en:do-not-freeze', 'en:made-in-italy', 'en:nutriscore', 'en:nutriscore-grade-d']",1773787947,"(MI : Milan), Dolcissimo Srl - Via Fratelli Cervi 41 - 20010 Ossona, Italie, Lombardie",Italy,['en:italy'],"Plastic, Pot, Cardboard, Container, Fresh, Non-corrugated cardboard, PP - Polypropylene, Seal, Sleeve, 04 PE-LD, Card-sleeve, Mixed plastic film-lid, Point vert, Pp-pot","['en:plastic', 'en:pot', 'en:cardboard', 'en:container', 'en:fresh', 'en:non-corrugated-cardboard', 'en:pp-polypropylene', 'en:seal', 'en:sleeve', 'en:04-pe-ld', 'en:card-sleeve', 'en:mixed-plastic-film-lid', 'en:point-vert', 'en:pp-pot']","[{'food_contact': 0, 'material': 'en:non-corrugated-cardboard', 'shape': 'en:sleeve'}, {'food_contact': 0, 'material': 'en:pp-5-polypropylene', 'shape': 'en:film'}, {'food_contact': 0, 'material': 'en:ldpe-4-low-density-polyethylene', 'shape': 'en:Container'}, {'food_contact': 1, 'material': 'en:pp-5-polypropylene', 'shape': 'en:pot'}, {'food_contact': 1, 'shape': 'en:seal'}]",Tiramisu,Lidl,food,kaffee,9.0,
Melitta,"Beverages, de:Gemahlener Kaffee, de:Kaffeepulver","['en:beverages-and-beverages-preparations', 'en:beverages', 'de:Gemahlener Kaffee', 'de:Kaffeepulver']",4002720002117,Germany,['en:germany'],1532093983,unknown,,https://images.openfoodfacts.org/images/products/400/272/000/2117/front_de.42.400.jpg,"['en:roasted-coffee', 'en:coffee']",Gemahlener Röstkaffee.,Green Dot,['en:green-dot'],1779467400,,,[],Produkt,['de:produkt'],[],Auslese Stärke 3,,food,kaffee,,
"Nestlé, Nestle nutrition","Beverages, Coffees, Instant coffees","['en:beverages-and-beverages-preparations', 'en:plant-based-foods-and-beverages', 'en:beverages', 'en:plant-based-foods', 'en:beverage-preparations', 'en:coffees', 'en:instant-beverages', 'en:instant-coffees']",7613035909014,"France, Germany, Switzerland","['en:france', 'en:germany', 'en:switzerland']",1536901147,unknown,,https://images.openfoodfacts.org/images/products/761/303/590/9014/front_fr.45.400.jpg,"['fr:zubereitung', 'fr:preparation', 'fr:x2-80-c-100-loslicher-kaffee', 'en:instant-coffee', 'en:coffee', 'fr:hergestellt-in-der-schweiz', 'fr:hergestellt-aus-gold-gerostetem-arabica-und-dunkel-gerostetem-robusta', 'fr:elabore-a-partir-d-arabicas-a-torrefaction-doree-et-de-robustas-a-torrefaction-brune']",Zubereitung / Préparation: x2 + 80°C 100% löslicher Kaffee./100% café soluble. Hergestellt in der Schweiz./Fabriqué en Suisse. **Hergestellt aus gold geröstetem Arabica und dunkel geröstetem Robusta. / Elaboré à partir d'Arabicas à torréfaction dorée et de Robustas à torréfaction brune.,Made in Swiss,['en:made-in-swiss'],1773363333,,Colombia,['en:colombia'],,[],"[{'food_contact': 1, 'material': 'en:glass', 'shape': 'en:jar'}, {'food_contact': 0, 'material': 'en:plastic', 'shape': 'en:lid'}, {'food_contact': 1, 'shape': 'en:seal'}]",Nescafé Gold de Luxe,Migros,food,kaffee,,
Lemonaid Beverages GmbH,"Beverages, Coffee beans","['en:beverages-and-beverages-preparations', 'en:plant-based-foods-and-beverages', 'en:beverages', 'en:plant-based-foods', 'en:beverage-preparations', 'en:coffees', 'en:coffee-beans']",4006581020686,"France, Germany","['en:france', 'en:germany']",1537800045,f,Röstkaffee in Bohnen,https://images.openfoodfacts.org/images/products/400/658/102/0686/front_de.26.400.jpg,"['en:arabica-coffee', 'en:coffee']",Arabica Kaffee,"Fairtrade International, DE-ÖKO-003, Made in Germany","['en:fair-trade', 'en:organic', 'en:eu-organic', 'en:fairtrade-international', 'en:de-oko-003', 'en:made-in-germany']",1773720908,,"Honduras, Peru","['en:honduras', 'en:peru']",,[],"[{'food_contact': 1, 'number_of_units': 1, 'quantity_per_unit': '1000 g', 'quantity_per_unit_unit': 'g', 'quantity_per_unit_value': 1000, 'recycling': 'en:discard', 'shape': 'en:bag'}]",Café Intención eclógico,Edeka,food,kaffee,10.0,
Grana,"Beverages, Coffees, Instant coffees","['en:beverages-and-beverages-preparations', 'en:plant-based-foods-and-beverages', 'en:beverages', 'en:plant-based-foods', 'en:beverage-preparations', 'en:coffees', 'en:instant-beverages', 'en:instant-coffees']",4009041101017,Germany,['en:germany'],1557939593,unknown,,https://images.openfoodfacts.org/images/products/400/904/110/1017/front_de.35.400.jpg,"['en:barley', 'en:cereal', 'en:rye', 'en:chicory', 'en:vegetable', 'en:shoot-vegetable', 'de:zuckerrüben']","Gerste (45%), Roggen (27%), Zichorie, Zuckerrüben",,[],1774459832,,,[],"Kunststoff, Verbundstoff","['en:plastic', 'de:verbundstoff']","[{'material': 'en:composite-material'}, {'material': 'en:plastic'}]","Feiner Landkaffee Aus Vollem Korn Geröstet, Kaffee",Kaufland,food,kaffee,,
Lavazza,"Arabica coffees, Roasted coffee beans","['en:beverages-and-beverages-preparations', 'en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:beverage-preparations', 'en:coffees', 'en:arabica-coffees', 'en:coffee-beans', 'en:roasted-coffee-beans']",8000070038271,"France, Germany","['en:france', 'en:germany']",1579935533,f,Geröstete Kaffeebohnen,https://images.openfoodfacts.org/images/products/800/007/003/8271/front_de.21.400.jpg,"['en:coffee-beans', 'en:coffee']",Geröstete Kaffeebohnen 100%,"Green Dot, Made in Italy","['en:green-dot', 'en:made-in-italy']",1773793905,Italien,Non European Union,['en:non-european-union'],"Tüte,90 C/LDPE","['en:bag', 'de:90-c-ldpe']","[{'food_contact': 1, 'material': 'xx:90-c-ldpe', 'number_of_units': '1', 'quantity_per_unit': '1 kg', 'quantity_per_unit_unit': 'kg', 'quantity_per_unit_value': '0', 'recycling': 'en:discard', 'shape': 'en:bag'}]",Crema e Gusto - Tradizione Italiana Kaffee,Lidl,food,kaffee,7.0,
"Aldi, Choceur, Wiha",Chocolates,"['en:snacks', 'en:sweet-snacks', 'en:cocoa-and-its-products', 'en:chocolates']",4061458021746,Germany,['en:germany'],1612421595,unknown,,https://images.openfoodfacts.org/images/products/406/145/802/1746/front_de.28.400.jpg,"['en:sugar', 'en:added-sugar', 'en:disaccharide', 'en:cocoa-butter', 'en:plant', 'en:cocoa', 'en:cream', 'en:dairy', 'en:whole-milk-powder', 'en:milk-powder', 'en:cocoa-paste', 'en:skimmed-milk-powder', 'en:lactose', 'en:coffee', 'en:buttermilk', 'en:emulsifier', 'en:salt', 'en:vanilla-extract', 'en:extract', 'en:vanilla', 'en:vegetable-extract', 'en:e322']","Zucker, Kakaobutter, Sahnepulver (11,9%), Vollmilchpulver (10,3%), Kakaomasse, Magermilchpulver, Milchzucker, Kaffee, Buttermilchpulver, Emulgator Lecithine (Soja), Salz, Vanilleextrakt. Kann auch Haselnuss, Mandel, Erdnuss und andere Nüsse enthalten.","de:DLG Jährlich Prämiert, Nutriscore Grade E, PEFC, UTZ Certified Cocoa","['en:german-agricultural-society', 'en:sustainable-farming', 'de:dlg-jährlich-prämiert', 'en:nutriscore', 'en:nutriscore-grade-e', 'en:pefc', 'en:utz-certified', 'en:utz-certified-cocoa']",1771763292,,,[],"Kunststoff, Pappe","['en:plastic', 'en:cardboard']","[{'material': 'en:plastic'}, {'material': 'en:cardboard'}]",Schokolade Kaffee Sahne,,food,kaffee,,
"Dallmayr, dallmayer","Beverages, Coffees","['en:beverages-and-beverages-preparations', 'en:plant-based-foods-and-beverages', 'en:beverages', 'en:plant-based-foods', 'en:coffees']",4008167043805,Germany,['en:germany'],1657915269,unknown,,https://images.openfoodfacts.org/images/products/400/816/704/3805/front_de.9.400.jpg,"['en:Cullmayr HOME ARISTA E CREMA DOLCE ONISCH', 'en:WENIG SÄURE ONIOUS WITH LOW ACIDITY BA CAFFE DE Die Kaffeeb Rosten aromatiche doss Luft an die g So bleibt das g Hergestell in Deutschla Unter Schutzh EN The coffee bean roasting to presen air coming into This con Made in German Packaged 90 LOPE O']","Cullmayr HOME ARISTA E CREMA DOLCE ONISCH, WENIG SÄURE ONIOUS WITH LOW ACIDITY BA CAFFE DE Die Kaffeeb Rosten aromatiche doss Luft an die g So bleibt das g Hergestell in Deutschla Unter Schutzh EN The coffee bean roasting to presen air coming into This con Made in German Packaged 90 LOPE O","Green Dot, Rainforest Alliance","['en:green-dot', 'en:rainforest-alliance']",1780840059,,,,,,[],Home Barrista Café Crema Dolce,,food,kaffee,,
"Scho-Ka-Kola, Scho-Ka-Kola GmbH",Dark chocolates,"['en:snacks', 'en:sweet-snacks', 'en:cocoa-and-its-products', 'en:chocolates', 'en:dark-chocolates']",4030387034080,"Austria, Germany","['en:austria', 'en:germany']",1487853701,e,Zartbitterschokolade mit Kaffee und Kolanusspulver,https://images.openfoodfacts.org/images/products/403/038/703/4080/front_de.91.400.jpg,"['en:cocoa-paste', 'en:plant', 'en:cocoa', 'en:sugar', 'en:added-sugar', 'en:disaccharide', 'en:cocoa-butter', 'en:coffee', 'en:whole-milk-powder', 'en:dairy', 'en:milk-powder', 'en:cola-nut', 'en:nut', 'en:tree-nut', 'en:emulsifier', 'en:flavouring', 'en:e322']","Kakaomasse, Zucker, Kakaobutter,Kaffee (2,6 %), Vollmilchpulver, Kolanusspulver (1,6 %), Emulgator: Lecithine, Aroma,",,[],1771965113,Deutschland,,[],"Dose, Stück","['en:can', 'de:stück']","[{'food_contact': 1, 'material': 'en:metal', 'shape': 'en:can'}]",Scho-Ka-Kola,,food,kaffee,17.0,
"Nestlé, Nescafé","Dehydrated beverages, Aromatised instant coffees, Sweetened beverages","['en:beverages-and-beverages-preparations', 'en:beverages', 'en:dried-products', 'en:beverage-preparations', 'en:dried-products-to-be-rehydrated', 'en:instant-beverages', 'en:dehydrated-beverages', 'en:instant-coffees', 'en:aromatised-instant-coffees', 'en:sweetened-beverages']",4005500274995,"Austria, Germany","['en:austria', 'en:germany']",1482418297,unknown,Getränkepulver mit löslichem Bohnenkaffee,https://images.openfoodfacts.org/images/products/400/550/027/4995/front_de.54.400.jpg,"['en:sugar', 'en:added-sugar', 'en:disaccharide', 'de:löslicher Bohnenkaffee', 'en:flavouring', 'en:salt']","Zucker, 9,5% löslicher Bohnenkaffee, Aromen, Salz.","Green Dot, Nutriscore Grade E","['en:green-dot', 'en:nutriscore', 'en:nutriscore-grade-e']",1780168955,,,[],"Metal,Box,de:Dose(n),de:Produkt","['en:metal', 'en:box', 'de:dose-n', 'de:produkt']","[{'food_contact': 1, 'material': 'en:composite-material', 'shape': 'en:can'}, {'food_contact': 0, 'material': 'en:aluminium', 'shape': 'en:film'}, {'food_contact': 0, 'material': 'en:pp-5-polypropylene', 'shape': 'en:lid'}]",Nescafé Frappé Typ Eiskaffee,"Edeka, Famila, Hit, Kaufland, Netto MD, Penny, Rewe",food,kaffee,,
Markus Kaffee,"Beverages, Coffees","['en:beverages-and-beverages-preparations', 'en:plant-based-foods-and-beverages', 'en:beverages', 'en:plant-based-foods', 'en:coffees']",4047247775663,Germany,['en:germany'],1736007230,unknown,,https://images.openfoodfacts.org/images/products/404/724/777/5663/front_de.6.400.jpg,,,Rainforest Alliance,['en:rainforest-alliance'],1775229396,,,,,,[],Barissimo Classic,,food,kaffee,,
Nestlé,"Dried plant-based foods, Instant beverages, Dehydrated beverages","['en:beverages-and-beverages-preparations', 'en:plant-based-foods-and-beverages', 'en:beverages', 'en:plant-based-foods', 'en:dried-products', 'en:beverage-preparations', 'en:dried-products-to-be-rehydrated', 'en:dried-plant-based-foods', 'en:instant-beverages', 'en:dehydrated-beverages']",4005500086062,Germany,['en:germany'],1528379136,unknown,Getränkepulver aus Getreide (kein Kaffee),https://images.openfoodfacts.org/images/products/400/550/008/6062/front_de.28.400.jpg,"['en:barley', 'en:cereal', 'en:malted-barley', 'en:malt', 'en:chicory', 'en:vegetable', 'en:shoot-vegetable', 'en:rye']","Gerste, Gerstenmalz, Zichorie, Roggen.","Green Dot, Nutriscore Grade B","['en:green-dot', 'en:nutriscore', 'en:nutriscore-grade-b']",1779700691,,,[],,[],"[{'food_contact': 1, 'material': 'en:clear-glass', 'number_of_units': 1, 'shape': 'en:pot'}, {'food_contact': 0, 'material': 'en:pp-5-polypropylene', 'number_of_units': 1, 'shape': 'en:lid'}, {'food_contact': 1, 'material': 'en:plastic', 'number_of_units': 1, 'shape': 'en:seal'}]",Caro extra kräftig,"Edeka, Globus, Kaufland, Netto MD, Rewe",food,kaffee,,
"Nescafe, Nescafé","Beverages, Coffees, Instant coffees","['en:beverages-and-beverages-preparations', 'en:plant-based-foods-and-beverages', 'en:beverages', 'en:plant-based-foods', 'en:beverage-preparations', 'en:coffees', 'en:instant-beverages', 'en:instant-coffees']",7613031514793,"France, Germany","['en:france', 'en:germany']",1534325895,unknown,,https://images.openfoodfacts.org/images/products/761/303/151/4793/front_en.15.400.jpg,['en:nescafe'],nescafe,,[],1774105945,,,[],Glass,['en:glass'],"[{'food_contact': 1, 'material': 'en:glass', 'number_of_units': 1, 'shape': 'en:jar'}, {'food_contact': 1, 'material': 'en:plastic', 'number_of_units': 1, 'shape': 'en:lid'}]",Nescafé Classic Mild Instantkaffee,Kaufland,food,kaffee,,
Melitta,"Beverages, de:Gemahlener Röstkaffee, de:Kaffeepulver","['en:beverages-and-beverages-preparations', 'en:beverages', 'de:Gemahlener Röstkaffee', 'de:Kaffeepulver']",4002720002285,"Germany, Luxembourg","['en:germany', 'en:luxembourg']",1537096614,unknown,,https://images.openfoodfacts.org/images/products/400/272/000/2285/front_de.33.400.jpg,"['en:roasted-coffee', 'en:coffee']",Gemahlener Röstkaffee.,Green Dot,['en:green-dot'],1774467753,,,[],"Brique, de:Packung(en), Produkt","['en:brick', 'de:packung-en', 'fr:produkt']","[{'food_contact': 1, 'shape': 'en:brick'}]",Kaffee Harmonie mild,,food,kaffee,,
Dallmayr,"Beverages, Ground coffees","['en:beverages-and-beverages-preparations', 'en:plant-based-foods-and-beverages', 'en:beverages', 'en:plant-based-foods', 'en:beverage-preparations', 'en:coffees', 'en:ground-coffees']",4008167103905,"France, Germany","['en:france', 'en:germany']",1543619806,f,,https://images.openfoodfacts.org/images/products/400/816/710/3905/front_de.14.400.jpg,['en:coffee'],Kaffee,FSC Mix,"['en:fsc', 'en:fsc-mix']",1780924879,,,[],,,"[{'food_contact': 1, 'material': 'en:fsc-paper', 'number_of_units': 1, 'shape': 'en:packet'}]",Dallmayr Kaffee Prodomo Naturmild,,food,kaffee,-6.0,
Dallmayr,"Beverages, Roasted coffee beans","['en:beverages-and-beverages-preparations', 'en:plant-based-foods-and-beverages', 'en:beverages', 'en:plant-based-foods', 'en:beverage-preparations', 'en:coffees', 'en:coffee-beans', 'en:roasted-coffee-beans']",4008167154679,"France, Germany","['en:france', 'en:germany']",1562685769,f,,https://images.openfoodfacts.org/images/products/400/816/715/4679/front_de.16.400.jpg,,,,[],1780839805,,,[],Kunststoff,['en:plastic'],"[{'food_contact': 1, 'material': 'en:plastic', 'number_of_units': 1, 'shape': 'en:bag'}]",Espresso d'oro,,food,kaffee,-15.0,
"Jacobs, Jakobs","Hot beverages, Coffees","['en:beverages-and-beverages-preparations', 'en:plant-based-foods-and-beverages', 'en:beverages', 'en:plant-based-foods', 'en:hot-beverages', 'en:coffees']",8711000891735,Germany,['en:germany'],1565888461,unknown,,https://images.openfoodfacts.org/images/products/871/100/089/1735/front_de.16.400.jpg,,,,[],1774473387,,,[],Kunststoff,['en:plastic'],"[{'food_contact': 1, 'material': 'en:plastic'}]",Kaffee Espresso Kaffee,,food,kaffee,,
Rewe Bio,"Beverages, Arabica ground coffees","['en:beverages-and-beverages-preparations', 'en:plant-based-foods-and-beverages', 'en:beverages', 'en:plant-based-foods', 'en:beverage-preparations', 'en:coffees', 'en:arabica-coffees', 'en:ground-coffees', 'en:arabica-ground-coffees']",4388844009882,"Germany, Ireland","['en:germany', 'en:ireland']",1584127494,f,,https://images.openfoodfacts.org/images/products/438/884/400/9882/front_en.11.400.jpg,"['en:coffee-beans', 'en:coffee']",gemahlene Kaffeebohnen,"Fairtrade International, EG-Öko-Verordnung","['en:fair-trade', 'en:organic', 'en:eu-organic', 'en:fairtrade-international', 'de:eg-öko-verordnung']",1774452496,,"South-America, de:Mittelamerika","['en:south-america', 'de:Mittelamerika']",Kuststofftüte,['de:kuststofftüte'],"[{'food_contact': 1, 'material': 'en:composite-material', 'number_of_units': 1, 'shape': 'en:bag'}]",Röstkaffee gemahlen,Rewe,food,kaffee,10.0,
"dmBio, dm","Beverages, Coffee beans","['en:beverages-and-beverages-preparations', 'en:plant-based-foods-and-beverages', 'en:beverages', 'en:plant-based-foods', 'en:beverage-preparations', 'en:coffees', 'en:coffee-beans']",4058172684159,"Germany, Italy","['en:germany', 'en:italy']",1614092954,f,"Bio Röstkaffee, ganze Bohnen",https://images.openfoodfacts.org/images/products/405/817/268/4159/front_en.17.400.jpg,"['en:arabica-coffee', 'en:coffee']",Bio Arabica Kaffee 100%,"non-EU Agriculture, EG-Öko-Verordnung, DE-ÖKO-039, European Vegetarian Union Vegan, Made in Germany, Naturland","['en:vegetarian', 'en:organic', 'en:eu-organic', 'en:non-eu-agriculture', 'en:vegan', 'de:eg-öko-verordnung', 'en:de-oko-039', 'en:european-vegetarian-union', 'en:european-vegetarian-union-vegan', 'en:made-in-germany', 'en:naturland']",1767458238,Deutschland,"Honduras, Papua New Guinea, Peru","['en:honduras', 'en:papua-new-guinea', 'en:peru']","Bag, Beutel","['en:bag', 'en:beutel']","[{'food_contact': 1, 'number_of_units': 1, 'quantity_per_unit': '1 kg', 'quantity_per_unit_unit': 'kg', 'quantity_per_unit_value': 0, 'recycling': 'en:discard', 'shape': 'en:bag'}]","Caffè Crema, ganze Bohne",dm,food,kaffee,5.0,
"Cafèt, Netto MD","Coffees, Latte macchiato","['en:beverages-and-beverages-preparations', 'en:plant-based-foods-and-beverages', 'en:beverages', 'en:plant-based-foods', 'en:coffees', 'en:coffee-drinks', 'en:latte-macchiato']",42413684,Germany,['en:germany'],1627834203,unknown,,https://images.openfoodfacts.org/images/products/000/004/241/3684/front_de.24.400.jpg,"['en:skimmed-milk', 'en:dairy', 'en:milk', 'de:aufgebrühter-röstkaffee', 'en:sugar', 'en:added-sugar', 'en:disaccharide', 'en:cocoa-powder', 'en:plant', 'en:cocoa', 'en:stabiliser', 'en:e407', 'en:e500']","78 % fettarme Milch, 17 % aufgebrühter Röstkaffee', Zucker, Kakaopulver, Stabilisator: Natriumcarbonate, Carrageen.","Ohne Gentechnik, Not advised for children and pregnant women, Rainforest Alliance Cocoa, Rainforest Alliance Coffee","['en:no-gmos', 'en:not-advised-for-specific-people', 'de:ohne-gentechnik', 'en:not-advised-for-children-and-pregnant-women', 'en:rainforest-alliance', 'en:rainforest-alliance-cocoa', 'en:rainforest-alliance-coffee']",1774505771,,,[],"Kunststoff, Aluminium-Platine","['en:plastic', 'de:aluminium-platine']","[{'food_contact': 1, 'material': 'en:pp-5-polypropylene', 'shape': 'en:pot'}, {'food_contact': 1, 'material': 'en:aluminium', 'shape': 'en:lid'}]",Latte Cappuccino,Netto MD,food,kaffee,,
Dallmayr,"Beverages, Coffees","['en:beverages-and-beverages-preparations', 'en:plant-based-foods-and-beverages', 'en:beverages', 'en:plant-based-foods', 'en:coffees']",4008167023906,Germany,['en:germany'],1643990417,unknown,,https://images.openfoodfacts.org/images/products/400/816/702/3906/front_de.12.400.jpg,"['de:4-008167-023906-a-fsc-www-fsc-org-mix-verpackung-aus-verantwor', 'de:tungsvollen-quellen-fsc-c134920']",4 &quot;008167 023906 A FSC www.fsc.org MIX Verpackung aus verantwor - tungsvollen Quellen FSC C134920,,[],1776457485,,,[],,,[],Kaffee,,food,kaffee,,
"Das Exquisite, Rossmann",Dark chocolates with coffee,"['en:snacks', 'en:sweet-snacks', 'en:cocoa-and-its-products', 'en:chocolates', 'en:dark-chocolates', 'en:dark-chocolates-with-coffee']",4305615838977,Germany,['en:germany'],1645446410,d,,https://images.openfoodfacts.org/images/products/430/561/583/8977/front_de.46.400.jpg,"['en:sugar', 'en:added-sugar', 'en:disaccharide', 'en:cocoa-paste', 'en:plant', 'en:cocoa', 'en:cocoa-butter', 'de:arabica-kaffeenibs', 'en:emulsifier', 'en:natural-vanilla-flavouring', 'en:flavouring', 'en:natural-flavouring', 'en:vanilla-flavouring', 'en:e322', 'en:sunflower']","Zucker, Kakaomasse, Kakaobutter, 2,75% Arabica Kaffeenibs, Emulgator: Lecithine (Sonnenblume); natürliches Vanillearoma.","Fairtrade International, Fairtrade cocoa, FSC Mix, Made in Germany","['en:fair-trade', 'en:fairtrade-international', 'en:fairtrade-cocoa', 'en:fsc', 'en:fsc-mix', 'en:made-in-germany']",1779095572,Deutschland,,[],"FSC paper,Wrapper","['en:paper', 'en:fsc-paper', 'en:wrapper']","[{'material': 'en:paperboard', 'number_of_units': 1, 'shape': 'en:sleeve'}, {'food_contact': 1, 'material': 'en:aluminium', 'number_of_units': 1, 'shape': 'en:sheet'}]",Kaffee Arabica,Rossmann,food,kaffee,41.0,
"Barissimo, NewCoffee","Beverages, Coffee beans","['en:beverages-and-beverages-preparations', 'en:plant-based-foods-and-beverages', 'en:beverages', 'en:plant-based-foods', 'en:beverage-preparations', 'en:coffees', 'en:coffee-beans']",4061463641083,Germany,['en:germany'],1676647241,f,,https://images.openfoodfacts.org/images/products/406/146/364/1083/front_de.8.400.jpg,,,"Rainforest Alliance, de:Unter Schutzatmosphäre verpackt","['en:rainforest-alliance', 'de:Unter Schutzatmosphäre verpackt']",1770145209,,,,,,[],Caffè Crema & Aroma - Ganze Bohne,,food,kaffee,-5.0,
